N,P,K,Temp,Humidity,pH,Rainfall,Soil_temp,Soil_moisture,Crop
32.1,40.9,35.8,24.5,57,5.71,689,27.2,46.8,Pigeonpeas
32.2,36.3,38.5,25.7,57.9,5.77,830.5,32.4,40.2,Pigeonpeas
60.4,34.2,41,29.7,71.6,6.66,931.8,30.1,60.3,Pigeonpeas
8.9,9.6,45.5,21.6,57.8,5.96,595.3,26.2,80,Pigeonpeas
21.5,41.6,69.9,29.7,40.9,5.32,877.8,26.6,29.6,Pigeonpeas
31,27.6,50.4,28.3,55.1,6.59,665.3,25.2,26.8,Pigeonpeas
48,44.6,10,23.8,51.2,6.75,612,30.3,56.1,Pigeonpeas
38.6,21.2,50.7,29.1,64.4,6.16,980.4,28,45.9,Pigeonpeas
63.3,19,71.5,27.6,48.7,6.22,1189.8,23.5,40.2,Pigeonpeas
0,35.3,36.8,33,54.6,5.38,706.5,22,29.8,Pigeonpeas
30.4,56.5,62.1,32.1,51.2,5.52,744.2,25.8,35.7,Pigeonpeas
47,33.3,57.6,28.7,50.6,5.84,840,22.9,30.5,Pigeonpeas
55.6,15.6,26,28.2,59.8,6.08,654.6,27.3,41.1,Pigeonpeas
15.7,34.8,95,29,72.6,6.08,713.1,24.9,20,Pigeonpeas
53,22.3,64.2,34.6,65.7,5.91,876.6,22.4,43.9,Pigeonpeas
37.4,43.2,29.3,18.5,51.5,6.42,759.9,25.1,36,Pigeonpeas
19.1,24.9,60.9,23.7,40,6.11,866.6,31.3,29.6,Pigeonpeas
100,38,40.6,28.2,65.3,6.55,966.3,30.7,24.7,Pigeonpeas
28,29.7,31.9,30,44.3,5.26,785.3,30.2,44.8,Pigeonpeas
24.9,36.2,22.1,25.5,65.2,6.21,723.7,30.3,37.8,Pigeonpeas
66,25.2,60.9,38,48.4,5.83,781.5,20,34.6,Pigeonpeas
62.3,15.3,11.4,29.1,49.8,6.01,1025.4,29.5,55.5,Pigeonpeas
53.1,35.7,38.1,30.3,47.5,6.64,869.5,30.8,61.5,Pigeonpeas
0,32.9,64.2,23.5,45.6,5.8,775.9,30.9,45.3,Pigeonpeas
25.1,36.6,28.5,34.4,62.8,6.02,780,23.3,43.8,Pigeonpeas
20.9,45.8,69.6,26.3,65.1,5.84,651.7,26.6,39.2,Pigeonpeas
54.6,23.4,37.3,18,71.5,6.23,829.9,36,44.8,Pigeonpeas
0,29.3,32.8,25.3,68.5,5.8,898.4,33.4,29.6,Pigeonpeas
0,40.1,102,23.5,60.9,7,945.2,22.7,42.1,Pigeonpeas
37.7,28.4,27.1,29.1,67.7,5.69,943.3,23.1,51.2,Pigeonpeas
40.2,25.3,84.7,34.3,64.4,5.68,842.5,23.3,39.5,Pigeonpeas
0,22.8,94.7,34.6,65.1,6.78,769.2,28.1,29,Pigeonpeas
5.8,44.3,60.3,34.4,62.4,7,796.9,26.3,46.5,Pigeonpeas
76.8,43.6,66,38,63,5.62,776.8,33.3,57.5,Pigeonpeas
43.4,40.1,42.1,22.3,56.4,5.31,795.3,29.6,43.1,Pigeonpeas
25.4,66.8,45.2,19.5,64.8,5.72,720.2,23,38.6,Pigeonpeas
24.1,42.8,63.7,24.7,71.6,5.72,789.7,18,36.7,Pigeonpeas
60.5,12.8,48.2,27.6,64.7,6.06,810.7,25.2,43.1,Pigeonpeas
0,33.5,100.4,34.6,51.1,6.01,732.4,18,43.5,Pigeonpeas
17.2,16.3,66.1,24.4,50.8,6.14,725.8,24.9,34.8,Pigeonpeas
39.6,19.8,71.7,32.2,56.3,5.94,696.3,24,54,Pigeonpeas
59.9,25.7,22.3,26.4,57.1,5.85,888.8,27.4,27.5,Pigeonpeas
31.7,39.9,10,26.8,40.4,5.61,627.9,18,38.5,Pigeonpeas
18.4,32.4,29.4,30.7,58.1,5.92,948.2,26.5,47.4,Pigeonpeas
13.4,13.8,37.5,25.6,68.8,6.61,874.6,21.5,34,Pigeonpeas
0,20.8,42.2,28.1,58,5.79,787.7,30.9,39,Pigeonpeas
30.9,7.9,57.1,30,54.1,5.53,952.8,24.6,44.7,Pigeonpeas
46.8,32.5,27.1,32.6,74.4,6.35,858.8,30.3,53.3,Pigeonpeas
89.4,37.3,58.4,31.7,40,5.94,778.3,25,47.3,Pigeonpeas
42.6,25.3,21,31.7,52.5,6.07,801.8,24.8,30.8,Pigeonpeas
19.4,25.6,45,30.3,57.8,5.85,879.6,23.9,40.4,Pigeonpeas
5,33.4,10,30.4,46.2,5.79,862.7,24.9,43.7,Pigeonpeas
42,37.6,60.9,28.9,63.2,6.21,811.4,26.4,43,Pigeonpeas
26.9,14,46.2,25.9,46.6,6.42,777,26.3,38.2,Pigeonpeas
38.3,49.1,55.3,25.8,45.2,5.89,876.1,29.1,31.4,Pigeonpeas
36.1,35.8,58.2,34.4,67,5.16,718,23.8,49.8,Pigeonpeas
40.4,30.3,57.6,19.8,80,5.17,657.5,22.5,41.8,Pigeonpeas
5.4,21.2,29.7,26.8,59.1,6.38,907.4,23.4,45,Pigeonpeas
12.3,37.6,62.7,21,77.9,6.64,759.9,25.8,32.9,Pigeonpeas
19,15.1,46.2,29.3,66.3,5.88,989,19.7,45.4,Pigeonpeas
36.3,13.2,16.1,37.4,59,5.83,626.6,31.6,50.8,Pigeonpeas
23.3,38.8,53.9,30.9,71.3,5.96,733,20.7,30.5,Pigeonpeas
50.7,30.2,37.6,26.9,71.7,5.5,774.9,28.9,50.1,Pigeonpeas
33.1,15.9,34.7,34.8,73.6,6.33,779.3,25.1,20,Pigeonpeas
55.1,32.7,48.5,25.4,73.4,6.54,787.5,27.6,51,Pigeonpeas
46.2,40.7,65.8,29.3,62.4,6.12,1057,22.7,41.6,Pigeonpeas
10.4,44.2,32.5,31.2,46.1,6.88,658.9,28.2,59.5,Pigeonpeas
20.9,52.5,27.5,30.6,54.1,6.4,703.7,27.1,41.4,Pigeonpeas
11.2,39.2,39.8,36,55.6,5.69,861.1,27.2,46,Pigeonpeas
55.3,14.8,55.7,21.8,59,6.14,852.8,25.5,36.6,Pigeonpeas
9.7,27.2,58.8,30.1,50.2,5.44,736.9,30.1,37.7,Pigeonpeas
51.1,28.7,88.4,27.8,65.5,5.4,750.1,22.6,40.7,Pigeonpeas
28.3,40.3,54.5,26.3,54.4,6.28,766.3,27.9,47.5,Pigeonpeas
24.4,22.8,27,31.4,71.9,5.95,797.6,18.6,42.3,Pigeonpeas
24.2,23.3,54.3,25.8,51.5,5.36,769.2,28.4,47.1,Pigeonpeas
56.9,23.2,33.9,25.1,59.2,7,585.4,30.9,28.9,Pigeonpeas
13.6,24.6,37.1,31.3,57.3,6.45,668,28.3,42.3,Pigeonpeas
47.8,35.6,27.7,24.4,73.4,5.5,869.7,24,54.7,Pigeonpeas
41.3,33.7,34.9,27.7,59,6.64,718.5,31.1,40.6,Pigeonpeas
25.6,53,36.8,31.3,61.5,5,692.4,22.4,41,Pigeonpeas
34.3,28.5,54.8,30.6,68.8,6.8,843.1,25.4,25.6,Pigeonpeas
49.6,32,38.3,20,59.5,6.13,707.4,33.3,63.8,Pigeonpeas
20.9,17.6,62.5,28.7,43.2,6.15,876.8,20.4,35.2,Pigeonpeas
0,28.7,52.1,26.7,47.6,5.74,776.2,26.8,33.3,Pigeonpeas
61.8,37.2,37.5,25.6,63,7,813.1,20.3,53.5,Pigeonpeas
64.9,27.8,23.9,18.2,61.1,6.21,760.3,33.6,48.6,Pigeonpeas
47.9,40.2,32.2,33.2,72.2,5.97,1147.7,30.6,47.2,Pigeonpeas
38.6,33.1,46.1,19.2,40.4,5.38,777.2,28.7,20,Pigeonpeas
28.9,18.6,62.6,27.7,66,5.34,823.4,25.1,29.8,Pigeonpeas
36.9,20.4,77.1,19.2,74.5,6.37,599.1,36,50,Pigeonpeas
41,15.1,77,23.9,57.2,6.69,635.1,25.3,39.1,Pigeonpeas
22.4,40.2,45.2,31.6,56.1,5.27,842.3,24.3,49.2,Pigeonpeas
7.3,30,72.7,29.9,76.8,6.27,763.9,29.9,48.7,Pigeonpeas
30.8,26.1,25.1,23.9,53.7,6.22,868.7,23.9,51.6,Pigeonpeas
54.9,39.3,36.4,30.7,70.2,6.04,762,21.8,69.2,Pigeonpeas
1.6,27.5,67.5,30.9,60.8,5.26,896.3,29,38.4,Pigeonpeas
78.9,31.6,48.7,20.6,61.9,6.08,623.2,31.3,40.4,Pigeonpeas
38.2,30.2,79.3,25.1,53.7,6.22,781.1,20,25.6,Pigeonpeas
0.2,26.7,59.6,28,70.5,6.54,855.3,23.3,42.1,Pigeonpeas
10.8,33,51.5,26.8,65.6,5.39,571.1,27.5,48.7,Pigeonpeas
9.9,26.3,57.8,28.7,44,5.51,879.1,24.9,30.4,Pigeonpeas
20.6,32.1,42.5,34.8,71.4,5.71,675.2,21.5,32,Pigeonpeas
21.6,51,27.2,32.9,63.5,5.92,780.5,27.7,31.5,Pigeonpeas
43.4,28.5,38.6,33.5,57.2,5.38,763.5,25.6,60.7,Pigeonpeas
9.4,42.4,40.4,25.6,55.3,5.28,656.2,31.5,40,Pigeonpeas
38.5,34.8,67.9,27.9,80,5.76,796.6,30.2,46.5,Pigeonpeas
1.8,35.1,68.1,23.1,56.7,6.29,912.5,31.2,46.9,Pigeonpeas
44.2,26.6,38.8,25.8,64.8,5.76,770.3,32,27.2,Pigeonpeas
45.5,43.4,32.9,24.5,54.7,5,500,29.2,47.3,Pigeonpeas
60.2,40.2,77.7,32.7,52,5.85,848.2,26.7,43.9,Pigeonpeas
14.7,12.4,49.5,26.8,51.2,5.52,943.3,18,30.9,Pigeonpeas
39,33.1,70.4,31.6,76,5.86,813.3,25.4,43.8,Pigeonpeas
17.5,12.2,17.4,33.6,63.5,6.12,768.3,23.8,50.4,Pigeonpeas
57.8,34.2,22.9,25.7,40,5.99,756,31,35,Pigeonpeas
48.7,27.8,44,32.2,67.5,5.94,666,18.2,38.4,Pigeonpeas
0,28.4,23.3,25.7,58.9,6.01,889.6,27.8,51.9,Pigeonpeas
18.2,29.5,10,33,70.4,6,754.7,29.7,38.3,Pigeonpeas
19.3,43.2,55.2,27.5,50.9,5.44,760.7,25.9,51.7,Pigeonpeas
41.5,12.6,42.6,27.8,60.9,6.21,661.1,22.9,59.7,Pigeonpeas
29,23.3,53.3,33.3,50,6.23,705.1,31.8,24.5,Pigeonpeas
44,26.2,68.2,28.7,40,6.73,957.2,25.6,39.1,Pigeonpeas
35.5,36,71.7,28.1,59.5,6.56,785.2,27.3,39.1,Pigeonpeas
15.5,36.2,61,32.1,78.2,6.37,783,23.8,46.5,Pigeonpeas
3.7,18.5,48.6,19.2,51.4,5.92,733.5,26.3,34.4,Pigeonpeas
30.6,34.4,65.3,25.4,64.8,5.9,629.8,31,52.1,Pigeonpeas
41.8,16.7,88.2,19.7,48.5,5,631.5,25,58.4,Pigeonpeas
14.5,30.7,70.4,31.1,58.2,6.2,624.2,28.6,27.4,Pigeonpeas
44.7,15.8,34.6,28,58.2,5.04,588.8,30.3,44.4,Pigeonpeas
24,30.1,37.9,28.2,44.8,6.41,820.4,19.1,43.3,Pigeonpeas
9.1,14.3,84,29.9,51.1,5.85,745,29.1,46.6,Pigeonpeas
63.8,23.4,40,27.3,40,6.59,721.9,23.5,21.6,Pigeonpeas
14.4,38.4,48.7,31.5,75.7,7,884.6,25.6,50.7,Pigeonpeas
48.1,18.1,10,20.2,43.3,5.67,976.2,24.6,63.4,Pigeonpeas
55.7,33.4,55.2,24.3,53.2,5.82,875.7,22,39.7,Pigeonpeas
29.1,31.4,58,28.2,46,5.62,817.7,21.8,52.5,Pigeonpeas
42.4,34.2,41.5,26.3,59.3,5.64,833.9,24.3,49,Pigeonpeas
23.7,40.2,49.2,25.9,55.2,6.03,918.2,28.7,40.9,Pigeonpeas
4.4,35.3,32.1,23.1,42.5,6.7,784.7,27.4,29.2,Pigeonpeas
66.7,25,65.8,28.9,64.1,7,893.3,27.4,34.8,Pigeonpeas
66.2,37.3,32,25.1,40.8,6.74,811.1,30,44,Pigeonpeas
14.4,30.5,82.3,32.5,56.9,5.09,784.3,24.7,29.6,Pigeonpeas
24.2,29.1,11.5,28.5,62.2,5.97,875,26.7,22.3,Pigeonpeas
60.4,9.6,80.1,26.5,42.7,6.65,859.7,25.2,30.3,Pigeonpeas
34.9,25.5,37.9,33.2,50.7,5.49,617.4,30.2,37,Pigeonpeas
0,36.6,64.7,31.4,62.2,6.96,861.5,20.6,57.6,Pigeonpeas
45.7,18.9,54.3,22,80,5.23,876.4,34.4,33.2,Pigeonpeas
41.5,31.5,78.4,18,63.9,5.93,772.9,25.9,48.8,Pigeonpeas
25,32.6,35.7,27.9,66.3,6.02,864.8,25.5,32.2,Pigeonpeas
60.1,28.2,34.2,27.9,46.1,6.58,799.9,23.6,54.6,Pigeonpeas
49.7,45,68.1,25,42.9,6.51,744.9,29.9,20,Pigeonpeas
21.1,37.7,42.9,28.7,71.2,5.73,1180.4,24.3,38.5,Pigeonpeas
23.1,33.4,68.3,27.4,63.5,6.16,796.2,24.5,51.4,Pigeonpeas
34.2,21.3,80.1,25,51.7,6.34,837,28,53.5,Pigeonpeas
43.2,29.6,55.9,30.8,65.9,7,771.1,26.1,26.7,Pigeonpeas
7.7,34.1,33.1,26.3,59.2,6.01,847.9,23.5,34.7,Pigeonpeas
28.6,20.9,146.1,29.4,69.4,6.41,682.7,26,41.5,Pigeonpeas
60,33,50.3,38,67.4,5.97,994.1,25.4,50.9,Pigeonpeas
0,23.4,36.2,18,51.9,6.98,858.5,24.6,57.3,Pigeonpeas
11.2,29.5,34.2,24.2,80,6.12,710.6,23.9,56.5,Pigeonpeas
10.7,14.8,21.9,32.5,48.8,6.27,720.6,19.4,38.1,Pigeonpeas
0,33.4,57.4,30.3,59.7,5.74,717.4,31.9,59.4,Pigeonpeas
32,33.4,50.7,22.8,55,5.86,959.6,21,49.1,Pigeonpeas
26.2,20.5,15.2,30.9,46.4,7.34,296.8,28.7,7.4,Mothbeans
20.9,20,37.2,33,44.2,7.31,330.1,33.1,15.6,Mothbeans
33.5,21.8,44.7,27.8,32.4,7.32,282.3,23.7,40.1,Mothbeans
26.8,14.1,18.5,32.7,27,6.75,323.3,40,16.4,Mothbeans
32.4,21.8,27.8,31.9,23.1,7.2,341.3,28.2,5,Mothbeans
47.7,16.6,46.7,34.5,35.8,6.51,292.2,25,40.1,Mothbeans
8.3,22.3,29.8,34.7,44.2,7.14,314.5,27.2,17.9,Mothbeans
43,23.6,42.1,33.7,44.7,6.67,290.3,25.9,20.6,Mothbeans
8.5,11.3,30.1,29.4,24.9,7.16,289.5,32.3,18.8,Mothbeans
49.5,16.1,26.7,34.1,52.2,7.01,188.1,32,29.5,Mothbeans
18.4,28.5,26.5,33.8,20,7.43,290.9,28.1,36.5,Mothbeans
35.6,15.9,31,38,36.6,7.78,296.9,28.7,23.7,Mothbeans
37.9,21.9,49.5,31.1,46.8,7.11,339.9,28.8,16.1,Mothbeans
39.3,18.3,26.7,29.7,55.2,7.11,307.4,40,5.2,Mothbeans
31.9,21.2,23.5,30.6,27.2,6.9,207.7,27,26.4,Mothbeans
23.5,13.1,27.3,33.5,35.5,7.29,250.1,27.9,20.9,Mothbeans
30.2,24.9,30.7,30.4,31,6.75,350.3,29.6,23.1,Mothbeans
42.4,14.4,43.5,30,34,6.75,386.8,23.9,11.9,Mothbeans
36,5.4,24.7,30.7,54,6.49,285.5,23.7,5,Mothbeans
22.6,19.8,29,20,33.3,7.31,218.7,26.9,32.2,Mothbeans
45.3,17.6,34.5,31.8,52.6,7.18,286,32.1,22.3,Mothbeans
28.4,13.3,17.8,31.6,49.5,6.94,242.8,28,33.2,Mothbeans
24.7,21.1,33.3,22.5,24.6,7.32,263.6,30.3,8.3,Mothbeans
25.5,16.3,26.9,31.9,32.4,7.05,335.2,26.2,25.9,Mothbeans
36.7,25.9,12.6,35.8,35.1,6.67,301,30.1,11.1,Mothbeans
34.3,15.7,29.1,30.4,40.4,6.54,235.4,24.3,22.7,Mothbeans
23.5,8.9,30.5,28.1,37.1,7,384.9,33.3,9.4,Mothbeans
36.4,27.4,33.3,23.4,50.4,7.25,317,25.1,28.7,Mothbeans
41,22.3,20.3,30.1,46.5,7.09,500,25,5,Mothbeans
30,14.4,29.4,27.3,40,6.82,369.7,25.3,11.5,Mothbeans
21.7,17,38,30.1,48.4,7.19,262.7,28.8,22.3,Mothbeans
29.7,23.9,42.6,31.7,41.9,6.74,220.5,25,17.7,Mothbeans
30.6,20.1,24.8,36,29,6.53,323.5,28,33.2,Mothbeans
29.8,15.3,33.2,27.6,38.4,7.14,249.1,31.6,21.4,Mothbeans
30.7,22.4,34.6,27.8,36.4,7.16,326.6,24.6,17.4,Mothbeans
25.4,15.6,32.3,29.1,39.8,6.65,258.9,40,20.1,Mothbeans
23.7,23.7,13.5,34.2,41.6,7.17,314.9,22.5,13.8,Mothbeans
43.3,25.3,35.5,29.6,44.5,6.86,440.6,29.9,22.7,Mothbeans
35.8,28.3,34.8,28.1,27.9,6.73,220.5,27.9,30.6,Mothbeans
33.6,17.5,50.3,32.5,32.8,7.39,255.2,33.1,22,Mothbeans
36,29.3,37.6,29.8,45,6.96,254.9,28.3,5,Mothbeans
18.4,24.3,40.4,30.1,43.6,7.43,353.3,34.9,5,Mothbeans
63.6,15.2,45.9,30,46.2,6.76,261,28.7,14.4,Mothbeans
47.6,20.1,25.5,30.1,47,7.14,204.3,24.4,12.5,Mothbeans
30.2,15.1,25.9,25.9,31.1,7.61,381,24.5,17.3,Mothbeans
39.4,24.6,45.6,31.4,33,6.67,419.4,27,6.3,Mothbeans
44.4,23.7,15.9,30.9,42.7,7.27,347.3,26.4,25.8,Mothbeans
26.3,16.5,34.8,20,21.3,7.02,362.2,20,8.1,Mothbeans
26.8,21.5,22.3,31.1,39.2,8,234.2,27.3,32.2,Mothbeans
40.5,15.3,12.1,26,47.7,7.1,170.9,33.4,20.1,Mothbeans
24,18.6,20.2,24.8,60.8,7,285.9,23.5,25.6,Mothbeans
25.9,18.4,34.3,31.8,41.1,7.05,400.6,31.5,8.1,Mothbeans
29.9,22.6,32.8,30.2,40.1,7.31,379.6,30.7,14.6,Mothbeans
38.8,22.3,22.4,22.8,40,7.08,343.6,30.6,20,Mothbeans
29.5,16.5,15.4,31.1,43.4,7.28,385.7,22.8,13.9,Mothbeans
15.9,14.8,38.4,29.4,20.6,7.4,310.7,34,13.9,Mothbeans
26,26,49.3,33.5,48.2,7.26,252.4,30.3,20.1,Mothbeans
30.9,18.2,16,27.4,27.3,6.82,306.9,25.8,11.6,Mothbeans
31,21.5,49.8,32.9,33.4,6.47,271.9,31.4,12.2,Mothbeans
43,21.5,34.7,32.1,32.6,6.94,210.3,26.6,18.5,Mothbeans
19,23.3,20.8,32.6,52.3,7.26,426.7,29.2,18.5,Mothbeans
32.6,20.1,40.5,32.7,37.1,7.38,254.2,28.8,12.8,Mothbeans
39.6,20.8,48.2,31.5,49.4,7.01,300,28.1,10.7,Mothbeans
25.6,16.9,26.8,24.7,55.7,7,370.8,26.8,20.3,Mothbeans
30.8,22.1,24.6,28.2,50.8,6.58,287.2,29.8,26.1,Mothbeans
28.4,16.6,35,29.8,46.2,7.28,278.3,26.5,13.5,Mothbeans
25.2,16.6,43.5,26.5,38.9,7.4,272.4,26.4,7,Mothbeans
36.8,22.9,37.1,28.8,32.1,7.13,426.3,29.3,17.7,Mothbeans
22.2,22.6,30.6,33.4,52.5,7.11,347.7,27.4,34.6,Mothbeans
31.5,21.1,33.9,29.4,46.6,6.55,260.8,26.9,13.3,Mothbeans
30.3,21.6,38.9,31.1,59.1,6.98,230.5,29.8,8.1,Mothbeans
27.1,26.5,24.9,24.2,42.1,7.8,329.8,30.8,25,Mothbeans
20.2,23.1,32,31.2,27.6,6.71,255.4,28.8,16.8,Mothbeans
26.2,20,32.3,31.1,31.7,6.96,301.7,26,23.4,Mothbeans
31.7,19.2,22.1,26.8,40.1,6.72,271.8,27.4,26.6,Mothbeans
29.8,16.7,16.7,27.3,44.7,7.07,366.4,26.2,25,Mothbeans
13.8,18.3,28.5,27.4,41.4,6.64,272.6,31.5,19.9,Mothbeans
31.5,19.5,38.8,33,43.8,6.64,274.9,25.7,28.2,Mothbeans
37.6,14.1,37.6,29,53.3,6.95,300.5,28.3,27.2,Mothbeans
45.8,9.2,22.7,30.3,26.6,7.28,254.6,27.8,29.9,Mothbeans
41.2,15.2,25.9,25.7,30.9,6.97,372.5,25.2,14.1,Mothbeans
12,25,35.8,25.1,34.3,6.98,368.4,29.1,5,Mothbeans
33.1,21.2,37.4,26,41.1,7.4,351.6,32.3,15,Mothbeans
22.3,20.4,30.8,25.2,41.7,7.07,332.5,32.2,29.2,Mothbeans
23.1,20.5,34.2,26.8,41.3,7.22,273.8,23.4,26.4,Mothbeans
80,14.6,37.3,33,54,7.26,346.4,40,27.7,Mothbeans
41.1,12.9,35.5,35.1,47.4,7.3,267,23.7,18.6,Mothbeans
25.1,21.7,34.9,29.9,36.7,6.8,299.4,25.3,21.5,Mothbeans
32.7,9.2,20.7,34.5,46.8,6.48,281.1,33.2,36.9,Mothbeans
39.1,17.1,19.8,25,41.1,7.5,289.5,40,5,Mothbeans
31.6,20.6,34.6,32.2,31.4,6.63,263.7,23.8,5,Mothbeans
29.3,26.2,29.9,29.6,47.2,6.98,500,29.8,29.3,Mothbeans
29.5,21.4,32.7,30.2,28.2,6.94,263.7,25,17.3,Mothbeans
40.8,20.1,34.5,31.3,42.5,7.04,281.6,32.5,20.2,Mothbeans
41.7,16.1,30.3,33.4,44.8,7.47,322.3,24.7,5,Mothbeans
28.4,15,35.8,30.6,37.7,7.26,283.2,24.5,14.9,Mothbeans
33.4,25.9,52.1,29.9,53.1,7.33,400,26.2,22.5,Mothbeans
69.6,26.1,22,29.1,32.4,7.08,150,24.9,24.9,Mothbeans
21.6,15.1,19.6,29.9,36.2,7.16,316.4,29.6,30.2,Mothbeans
11,24,32.3,24.2,37.8,7.13,307.3,21.4,5,Mothbeans
45,24.5,45.8,35.1,44.1,7.06,316.2,22.7,24.3,Mothbeans
32,19.1,29.6,34,46.4,6.92,233.2,29.4,11.9,Mothbeans
19.5,16.6,25.2,30.3,35.3,6.88,311.4,28.3,17.6,Mothbeans
34.4,18.5,18.1,24.4,45,6.98,336.1,24.7,25.6,Mothbeans
33.4,15.1,48.1,34.4,39.4,6.65,293.6,32.5,9.1,Mothbeans
16.1,23.9,20.9,30,42.8,7.19,254.1,27.1,7,Mothbeans
22.5,20.2,39.4,30.6,44.7,7.19,295,33.1,20,Mothbeans
34.7,23.5,32.5,26.7,30.2,7.02,299,33.2,13.1,Mothbeans
20.1,12.2,28.6,28.8,47.3,6.92,247.6,28.2,27.1,Mothbeans
39.2,26.5,30.8,24.9,36.6,7.16,335.6,25.2,31.2,Mothbeans
36.9,16.4,33.1,40,20,7.15,310.7,29.5,22.4,Mothbeans
32.7,28.6,40.2,30.8,34.2,6.73,272.2,27,17.8,Mothbeans
35.6,17.5,25.4,30.3,69.3,7.26,302.3,24.2,19.6,Mothbeans
40.6,11.8,35.8,35.7,34.8,7.21,317.2,26.2,5,Mothbeans
13.5,23.9,50.4,29,20,6.92,368.7,26.4,26.9,Mothbeans
39.8,20.8,10.6,24.8,37.3,7.01,311.3,31.7,11.8,Mothbeans
23.7,19,43.5,34.4,54.7,6.99,289,26.2,23.5,Mothbeans
34.9,13,26.6,29.7,34.7,7.1,312.4,29.5,29.9,Mothbeans
23.3,17.2,42.5,28.1,37.9,7.26,326.7,28.2,18.4,Mothbeans
30.5,32.2,33.5,30.8,43.6,6.82,254.2,26.8,21.4,Mothbeans
40.5,14.1,39.4,30.6,33.2,6.25,313.4,28.4,24.9,Mothbeans
18.9,12.5,32.1,24.9,24.8,7.34,328.9,26.1,10.1,Mothbeans
5.3,20.4,42.5,27.8,57.2,6.4,292.3,31.2,25.6,Mothbeans
32.1,21,19.5,28.9,52.3,6.69,319.5,27.8,29.2,Mothbeans
21.1,25.8,26.3,28.8,67.7,7.34,269.8,27.7,15.1,Mothbeans
45.8,19,40.2,30.7,53.7,7,219.2,29.5,18.1,Mothbeans
19.4,21.2,21.9,24.1,30.4,7.05,213.8,27.5,18.3,Mothbeans
38,19.2,31.2,29.7,23.7,6.99,312.9,28.6,35.6,Mothbeans
42.4,24.9,33.4,30.8,37.1,6.72,293.7,23.3,10,Mothbeans
45.4,21.1,26.5,29.2,58.5,7.2,362.8,35.3,5,Mothbeans
34.7,22.8,35.1,27.1,43.3,7.14,348.8,31.5,14.8,Mothbeans
33,32.9,19.2,33.7,29.5,7.56,350.7,23.2,26.8,Mothbeans
18.1,19.3,32.4,29.6,59,7.26,375.4,26.9,27.5,Mothbeans
39.6,17.1,40.2,36.9,35,7.03,320.9,26.7,18.7,Mothbeans
32.6,17.6,18.4,27.6,48.8,7.01,269.4,25.1,5.4,Mothbeans
45.7,11.3,33.8,29,38.4,7.17,310.3,36.1,11.8,Mothbeans
46.9,17,37.2,31.5,39.4,7.39,320.8,23.2,17.3,Mothbeans
14.2,16.4,10,29.5,40.9,7.14,247.5,30.1,31.2,Mothbeans
47.4,19.3,32.7,24.9,52.5,7.05,311.2,40,7.7,Mothbeans
18.9,11.2,22.1,40,33.2,7.28,285.8,28.3,27.3,Mothbeans
19.1,23.3,10,33.9,24.7,6.6,316.1,30.3,24.4,Mothbeans
20.6,20.9,29.7,31.8,57.4,7.43,346.2,27.8,10.8,Mothbeans
38.4,22.1,37.1,29.1,36.5,7.35,303.9,32,32.6,Mothbeans
23,25,21.1,31.8,42.4,7.44,346.4,27.8,21.7,Mothbeans
26.8,26.2,36.2,37.2,52.9,7,266.3,23.1,22.6,Mothbeans
26.2,21.7,17.2,32.1,34.1,7.32,290.8,31,24.8,Mothbeans
20.6,24.4,32.8,28.5,42.4,6.61,377.5,26.7,15.3,Mothbeans
31.5,17.5,19.4,33.6,36.9,7.25,361.9,22.7,9.3,Mothbeans
42.7,20.5,20.8,24.2,50.6,7.15,290.1,28.6,5,Mothbeans
53.1,17.9,30.6,33.1,46.7,7.01,304.9,33.4,20.8,Mothbeans
39.9,18.5,32.8,30.1,32.6,7.19,232.5,24.7,10.3,Mothbeans
25.2,27.2,29.8,30.2,22.8,7.01,285.8,26.6,5,Mothbeans
37.6,25,20.4,26,32.6,7.3,288.9,29.3,13.4,Mothbeans
17.6,23.6,22.7,24.5,25.2,6.69,291.5,29,19.6,Mothbeans
23.4,25.4,18.6,40,40.8,6.9,251.5,27.7,25.3,Mothbeans
14,16.4,36.9,26.5,31.1,7.1,266.8,25.6,44.7,Mothbeans
27.4,23.1,22.3,28.3,34.8,7.15,337.6,28.3,19.7,Mothbeans
33.7,26.5,19.5,30.2,36.3,7.32,371.2,25.5,24,Mothbeans
27.4,18.5,25.2,28.6,70,6.88,319.2,34.1,20.8,Mothbeans
15.9,17.3,12.9,33.3,36.6,6.98,271.9,28.6,17.5,Mothbeans
6.1,23.3,27.7,30.3,37.8,7.19,180,25.7,12,Mothbeans
29.8,12.8,36.3,32.5,30,7.2,239.2,29.9,17,Mothbeans
33.5,24.7,30.5,31.5,36.1,6.79,313.3,27.1,5,Mothbeans
34.8,25.3,31.1,28,32,7.24,233.5,23.9,34.2,Mothbeans
33.8,15.1,29.7,30.5,39.4,7.15,291.8,28.5,6.1,Mothbeans
42.4,17.4,31,31.7,41.7,6.33,246.3,24.7,16.5,Mothbeans
34.9,27,10,30,38.7,6.8,288.2,25.4,28.1,Mothbeans
35.5,16.7,40.1,29.7,33.6,7.05,310.5,30,26.4,Mothbeans
34.7,16.8,36.4,28.2,20,7.08,317.6,23.7,37.2,Mothbeans
36.5,8.4,19.6,28.4,43.7,7.19,328.8,31.9,17.4,Mothbeans
